,platform,sales_year,genre,online,offline,critic_score,user_score,rating,game_id
393,PS3,2017.0,Platform,75.0,21.0,,,,33438
394,XOne,2018.0,Shooter,63.0,40.0,81.0,7.7,M,31375
395,PS4,2016.0,Fighting,41.0,45.0,79.0,8.2,T,32331
396,PS4,2016.0,Action,37.0,57.99999999999999,83.0,7.8,M,10212
397,3DS,2017.0,Action,61.0,43.0,67.0,6.1,E10+,26120
398,PS4,2018.0,Shooter,34.0,56.99999999999999,79.0,8.1,M,46773
399,3DS,2018.0,Role-Playing,33.0,37.0,73.0,8.6,E10+,39229
400,3DS,2015.0,Action,53.0,33.0,73.0,7.6,E,43396
401,PS3,2017.0,Misc,53.0,36.0,80.0,8.3,T,45384
402,X360,2017.0,Misc,84.0,19.0,77.0,8.2,T,42862
403,PSV,2018.0,Role-Playing,36.0,23.0,93.0,9.2,M,42967
404,X360,2017.0,Action,72.0,29.0,79.0,4.5,M,45847
405,PS3,2017.0,Fighting,45.0,49.0,84.0,7.3,M,45121
406,WiiU,2017.0,Strategy,44.0,32.0,87.0,8.7,E10+,17211
407,X360,2017.0,Sports,64.0,37.0,75.0,7.7,T,37506
408,PS4,2015.0,Fighting,30.0,52.0,69.0,7.7,T,15570
409,DS,2017.0,Strategy,90.0,12.0,81.0,7.4,E10+,29028
410,PS3,2017.0,Simulation,52.0,42.0,,,,25703
411,WiiU,2017.0,Platform,47.0,42.0,80.0,8.2,E10+,41373
412,X360,2017.0,Sports,101.0,0.0,77.0,5.8,E,17867
413,PS4,2015.0,Racing,20.0,70.0,83.0,6.6,E,20597
414,DS,2017.0,Action,61.0,38.0,66.0,tbd,E,41813
415,X360,2018.0,Action,102.0,0.0,76.0,5.5,E,10595
416,PS3,2017.0,Role-Playing,37.0,30.0,,,,36392
417,XOne,2016.0,Racing,42.0,57.99999999999999,91.0,7.4,E,34160
418,X360,2018.0,Action,64.0,34.0,,,,18134
419,X360,2018.0,Shooter,51.0,47.0,69.0,7.3,E10+,20163
420,X360,2017.0,Fighting,79.0,18.0,,,,33281
421,PS3,2017.0,Role-Playing,31.0,20.0,66.0,5.9,T,36021
422,XOne,2016.0,Shooter,63.0,33.0,91.0,5.6,T,27411
423,PS3,2018.0,Action,36.0,49.0,77.0,6.3,E10+,20850
424,XOne,2017.0,Action,61.0,35.0,,6.8,E10+,27549
425,PS3,2017.0,Racing,27.0,56.99999999999999,87.0,7.1,T,10223
426,PS3,2018.0,Action,37.0,49.0,82.0,8.3,E10+,25343
427,PS4,2018.0,Sports,46.0,41.0,70.0,6.1,T,16567
428,PS3,2018.0,Action,31.0,49.0,83.0,7.7,M,44784
429,PS3,2018.0,Racing,12.0,63.0,81.0,7.5,E,43468
430,X360,2017.0,Shooter,59.0,35.0,68.0,5.8,T,19053
431,PS3,2018.0,Action,55.00000000000001,32.0,86.0,7.4,T,46716
432,X360,2017.0,Action,54.0,39.0,73.0,7,E10+,17994
433,WiiU,2016.0,Action,56.00000000000001,30.0,86.0,8.4,T,12786
434,XOne,2016.0,Sports,86.0,6.0,90.0,6.2,E,39939
435,Wii,2017.0,Action,64.0,28.000000000000004,61.0,6,E10+,10898
436,X360,2017.0,Shooter,61.0,32.0,84.0,7.6,M,18256
437,PS3,2017.0,Platform,43.0,42.0,83.0,5.3,E10+,21360
438,3DS,2017.0,Platform,44.0,47.0,66.0,6.9,E,31387
439,DS,2018.0,Role-Playing,56.00000000000001,5.0,80.0,8.2,E,36628
440,PSV,2018.0,Racing,33.0,45.0,,,,15814
441,X360,2018.0,Action,57.99999999999999,34.0,72.0,7.3,M,42397
442,PS4,2018.0,Platform,22.0,64.0,90.0,8.5,E10+,41871
443,WiiU,2018.0,Action,52.0,36.0,77.0,7.7,M,29642
444,WiiU,2016.0,Fighting,50.0,26.0,76.0,8,E10+,41593
445,PS3,2017.0,Platform,33.0,49.0,87.0,8.4,E10+,30132
446,X360,2017.0,Misc,72.0,17.0,79.0,7.8,E10+,46687
447,X360,2017.0,Sports,94.0,0.0,82.0,6.6,E,20418
448,X360,2018.0,Action,72.0,20.0,85.0,7.6,T,38771
449,DS,2017.0,Platform,48.0,6.0,83.0,8.6,E,20934
450,X360,2017.0,Role-Playing,64.0,27.0,89.0,8.4,M,38737
451,PS4,2015.0,Role-Playing,37.0,32.0,,,,45878
452,X360,2017.0,Action,64.0,26.0,78.0,6.4,M,29567
453,PS3,2017.0,Misc,53.0,24.0,,,,19593
454,X360,2017.0,Action,56.99999999999999,32.0,82.0,7.5,M,44067
455,X360,2015.0,Sports,85.0,2.0,,5.1,E,29043
456,PS3,2017.0,Action,49.0,32.0,75.0,5.9,E10+,38928
457,PC,2018.0,Role-Playing,40.0,44.0,89.0,5.5,M,10690
458,X360,2017.0,Action,53.0,34.0,78.0,5.2,E10+,22514
459,PC,2018.0,Shooter,22.0,62.0,88.0,8.2,M,32667
460,PS4,2015.0,Shooter,36.0,41.0,76.0,4.3,M,40910
461,PS3,2017.0,Action,44.0,36.0,76.0,6.4,M,25963
462,Wii,2018.0,Role-Playing,0.0,0.0,,,,38471
463,PC,2018.0,Simulation,0.0,81.0,65.0,7.5,E,40103
464,3DS,2018.0,Role-Playing,0.0,0.0,,,,34944
465,PC,2017.0,Action,25.0,56.00000000000001,88.0,8.5,M,10879
466,PS3,2018.0,Shooter,38.0,38.0,70.0,6.9,M,32666
467,3DS,2018.0,Sports,26.0,29.0,69.0,6.9,E,35214
468,3DS,2017.0,Simulation,40.0,36.0,71.0,7.4,E,45194
469,PS3,2018.0,Action,46.0,33.0,,,,49556
470,PS3,2018.0,Action,50.0,27.0,74.0,7.3,T,19069
471,Wii,2018.0,Action,67.0,21.0,,,,46619
472,PS3,2017.0,Action,3.0,41.0,78.0,4.1,E,15003
473,PS3,2018.0,Shooter,41.0,32.0,79.0,6.9,M,44171
474,PS3,2017.0,Racing,24.0,52.0,79.0,7.7,T,37478
475,Wii,2015.0,Misc,41.0,46.0,,tbd,E10+,10710
476,Wii,2018.0,Action,41.0,46.0,,tbd,E10+,34150
477,PS3,2017.0,Action,36.0,43.0,73.0,7.1,E10+,44588
478,X360,2015.0,Sports,79.0,5.0,,3.2,E,36078
479,3DS,2017.0,Shooter,48.0,27.0,81.0,8.2,E10+,24245
480,X360,2017.0,Misc,69.0,16.0,,,,28112
481,PS3,2017.0,Action,34.0,39.0,84.0,7.7,M,39131
482,PS3,2017.0,Action,39.0,39.0,77.0,4.8,E10+,16020
483,PS4,2016.0,Adventure,23.0,53.0,,,,30846
484,PS3,2017.0,Fighting,32.0,32.0,77.0,7.9,T,33637
485,PS4,2016.0,Sports,29.0,49.0,79.0,6.2,T,45925
486,XOne,2018.0,Role-Playing,56.00000000000001,28.000000000000004,85.0,6.9,M,15435
487,3DS,2016.0,Action,28.000000000000004,14.000000000000002,81.0,8.7,E,32863
488,PS4,2018.0,Action,37.0,40.0,73.0,7.1,E10+,44434
489,X360,2017.0,Misc,87.0,0.0,39.0,5.6,E10+,40575
490,PS3,2018.0,Action,33.0,43.0,80.0,6.8,E10+,36843
491,PC,2018.0,Action,28.000000000000004,53.0,80.0,6.2,M,43158
492,PC,2018.0,Shooter,42.0,41.0,89.0,8.2,M,25733
493,3DS,2017.0,Adventure,17.0,20.0,71.0,7.5,E,12435
494,DS,2017.0,Misc,69.0,16.0,,tbd,E,42066
495,PS4,2015.0,Sports,68.0,8.0,80.0,7.8,E,21760
496,PS3,2018.0,Role-Playing,43.0,34.0,85.0,8.5,M,30540
497,X360,2018.0,Role-Playing,57.99999999999999,26.0,82.0,8.4,M,14229
498,PS3,2018.0,Sports,86.0,0.0,87.0,7.5,E,36465
499,Wii,2017.0,Misc,23.0,42.0,60.0,6.1,E10+,45842
500,3DS,2018.0,Action,41.0,17.0,74.0,8.2,E,44358
501,PS4,2017.0,Fighting,46.0,30.0,,,,21838
502,PS3,2017.0,Action,25.0,13.0,57.0,7.4,T,34888
503,XOne,2017.0,Sports,70.0,11.0,86.0,5.7,E,37508
504,PS3,2018.0,Sports,35.0,41.0,81.0,6.8,E,13998
505,PS4,2016.0,Fighting,40.0,28.000000000000004,77.0,3.4,T,18043
506,XOne,2015.0,Action,44.0,39.0,71.0,7,M,29488
507,X360,2017.0,Shooter,51.0,31.0,76.0,6.7,M,33023
508,X360,2018.0,Shooter,45.0,37.0,,7,M,32957
509,X360,2018.0,Action,48.0,32.0,88.0,8.3,M,31103
510,PS3,2017.0,Shooter,32.0,39.0,70.0,5.7,M,45504
511,PS4,2015.0,Action,32.0,42.0,70.0,7,E10+,21513
512,PC,2018.0,Role-Playing,32.0,51.0,71.0,5.7,M,15099
513,PS4,2017.0,Sports,63.0,13.0,74.0,5.2,E,30252
514,DS,2017.0,Action,34.0,46.0,69.0,tbd,E10+,49769
515,3DS,2017.0,Action,42.0,36.0,61.0,5.2,E10+,21482
516,X360,2018.0,Action,54.0,27.0,,tbd,E10+,29094
517,Wii,2018.0,Action,48.0,34.0,,7.2,E10+,46649
518,PS3,2017.0,Shooter,66.0,11.0,67.0,6.3,M,24600
519,X360,2018.0,Sports,17.0,62.0,77.0,6.7,E,36604
520,Wii,2017.0,Racing,43.0,37.0,,,,21808
521,PS4,2016.0,Action,72.0,0.0,,,,12997
522,X360,2018.0,Action,48.0,33.0,,6.8,E10+,46058
523,PS3,2017.0,Sports,52.0,25.0,80.0,7.3,E,17159
524,PS3,2018.0,Platform,60.0,18.0,,,,38258
525,PS3,2018.0,Action,82.0,0.0,79.0,4.1,E,40650
526,PS3,2017.0,Action,27.0,46.0,78.0,8.1,T,13495
527,X360,2015.0,Adventure,48.0,33.0,,,,35221
528,PSP,2017.0,Fighting,21.0,12.0,78.0,8.3,T,15979
529,XOne,2016.0,Action,47.0,33.0,77.0,6.4,M,42317
530,3DS,2018.0,Action,30.0,22.0,82.0,8.5,M,32795
531,PS4,2015.0,Shooter,38.0,33.0,82.0,7.8,M,20440
532,X360,2018.0,Action,38.0,40.0,80.0,7.9,M,32363
533,X360,2018.0,Role-Playing,55.00000000000001,24.0,80.0,7.7,M,49718
534,3DS,2015.0,Action,0.0,0.0,,,,39407
535,X360,2017.0,Misc,62.0,18.0,63.0,6.8,E10+,24558
536,PS3,2018.0,Action,42.0,30.0,73.0,6.9,E,21870
537,X360,2015.0,Action,47.0,32.0,,7.1,E10+,23092
538,PS3,2017.0,Shooter,26.0,42.0,77.0,6.3,M,13906
539,3DS,2015.0,Role-Playing,0.0,0.0,,,T,18069
540,PS4,2015.0,Misc,34.0,38.0,80.0,6.2,T,49722
541,PS3,2015.0,Action,35.0,36.0,,7.4,E10+,25895
542,PS3,2018.0,Role-Playing,37.0,29.0,81.0,7.6,M,45343
543,PS3,2018.0,Fighting,28.000000000000004,31.0,82.0,8.2,T,26853
544,WiiU,2017.0,Sports,35.0,23.0,72.0,7.7,E,13315
545,PS3,2018.0,Action,35.0,35.0,84.0,7.1,M,43149
546,PS3,2018.0,Role-Playing,20.0,12.0,71.0,7.9,T,13141
547,WiiU,2015.0,Role-Playing,36.0,28.000000000000004,84.0,8.9,T,46530
548,PS3,2018.0,Action,26.0,34.0,,7.6,M,12258
549,PS3,2017.0,Sports,75.0,0.0,77.0,6.2,E,14272
550,X360,2018.0,Shooter,46.0,28.000000000000004,67.0,6.8,M,27801
551,X360,2017.0,Shooter,52.0,25.0,49.0,4.4,M,44556
552,PS3,2017.0,Sports,78.0,0.0,82.0,5.8,E,30090
553,PS3,2018.0,Fighting,42.0,21.0,84.0,5.3,T,43008
554,3DS,2017.0,Role-Playing,43.0,19.0,75.0,7.6,T,35595
555,PS3,2017.0,Action,40.0,26.0,82.0,4.3,M,20339
556,Wii,2017.0,Shooter,55.00000000000001,20.0,70.0,1.8,M,24854
557,PS3,2018.0,Action,73.0,0.0,,8.3,M,18346
558,PS3,2018.0,Action,42.0,19.0,74.0,8.8,M,38604
559,PS4,2018.0,Action,28.000000000000004,38.0,,,,32194
560,X360,2018.0,Misc,56.99999999999999,18.0,86.0,8,T,33117
561,PS3,2018.0,Action,67.0,7.000000000000001,,,,18264
562,PSP,2017.0,Role-Playing,0.0,0.0,,,,26967
563,XOne,2017.0,Sports,67.0,5.0,73.0,5.9,E,21172
564,3DS,2018.0,Puzzle,20.0,26.0,79.0,8.5,T,36772
565,PSV,2017.0,Shooter,20.0,39.0,78.0,8.9,M,25351
566,PSV,2017.0,Role-Playing,16.0,24.0,86.0,8.5,T,30297
567,PS3,2017.0,Action,24.0,26.0,85.0,5.3,M,49246
568,X360,2018.0,Action,45.0,27.0,83.0,8,M,14070
569,X360,2017.0,Racing,37.0,35.0,76.0,5.4,E10+,37414
570,X360,2018.0,Action,48.0,24.0,74.0,7,M,32239
571,3DS,2018.0,Role-Playing,0.0,0.0,,,,26404
572,X360,2018.0,Role-Playing,42.0,23.0,75.0,7.8,M,46914
573,PS4,2015.0,Sports,13.0,42.0,87.0,7.1,E,37273
574,PS3,2018.0,Action,31.0,35.0,,,,44718
575,XOne,2015.0,Misc,49.0,22.0,84.0,7.7,M,41300
576,PS3,2017.0,Shooter,27.0,34.0,53.0,6,M,44657
577,X360,2018.0,Racing,35.0,37.0,,5.1,E10+,43937
578,PS3,2018.0,Sports,36.0,29.0,55.0,3.1,T,23977
579,X360,2017.0,Fighting,40.0,31.0,86.0,7.4,M,31722
580,X360,2017.0,Action,44.0,26.0,57.0,6.3,M,29947
581,PS3,2015.0,Sports,56.99999999999999,6.0,,3.1,E,35239
582,WiiU,2017.0,Sports,37.0,22.0,,,,33010
583,PS3,2017.0,Shooter,33.0,33.0,72.0,6.3,T,13451
584,X360,2017.0,Platform,38.0,32.0,87.0,8.2,E10+,42013
585,X360,2017.0,Shooter,36.0,34.0,48.0,3.8,M,18259
586,Wii,2017.0,Misc,18.0,49.0,66.0,tbd,E10+,26014
587,X360,2018.0,Action,55.00000000000001,14.000000000000002,52.0,4.9,M,41556
588,X360,2017.0,Sports,53.0,18.0,70.0,6.5,E,21586
589,Wii,2017.0,Sports,15.0,50.0,,,,12027
590,PS3,2018.0,Adventure,40.0,23.0,,,,15314
591,WiiU,2018.0,Action,32.0,28.000000000000004,91.0,8.2,M,13985
592,XOne,2016.0,Shooter,44.0,25.0,,,,30152
593,3DS,2017.0,Simulation,30.0,37.0,52.0,3.3,T,18895
594,PC,2017.0,Shooter,33.0,32.0,95.0,8.8,E10+,44512
595,PS3,2017.0,Shooter,33.0,31.0,51.0,4.9,M,19699
596,3DS,2015.0,Role-Playing,16.0,29.0,,,,39669
597,3DS,2017.0,Puzzle,0.0,48.0,81.0,7.9,E10+,47024
598,3DS,2015.0,Misc,3.0,66.0,,,,45781
599,PS4,2016.0,Shooter,34.0,25.0,89.0,8.4,M,36772
600,XOne,2015.0,Action,41.0,26.0,95.0,7.3,M,39243
601,Wii,2017.0,Action,26.0,19.0,60.0,7,E,40183
602,3DS,2018.0,Action,41.0,28.000000000000004,72.0,5.2,E10+,15220
603,PS3,2018.0,Fighting,35.0,23.0,81.0,6.7,T,11830
604,PS4,2018.0,Sports,9.0,45.0,82.0,7.2,E,39040
605,PS4,2018.0,Role-Playing,33.0,23.0,,,,26413
606,3DS,2015.0,Misc,0.0,3.0,,,,24375
607,X360,2018.0,Role-Playing,48.0,18.0,91.0,7.9,T,36717
608,PC,2017.0,Action,14.000000000000002,48.0,80.0,7.4,M,36717
609,PS4,2015.0,Role-Playing,29.0,27.0,,,,12010
610,PS3,2018.0,Action,36.0,28.000000000000004,79.0,6.8,M,34247
611,PS3,2017.0,Action,14.000000000000002,29.0,74.0,7.2,M,36152
612,PS4,2015.0,Action,17.0,13.0,,,,49919
613,XOne,2016.0,Role-Playing,41.0,27.0,,,,19333
614,PS3,2017.0,Action,30.0,15.0,77.0,6.7,T,24590
615,PS3,2018.0,Action,33.0,28.000000000000004,,6.7,E10+,29480
616,PC,2017.0,Action,16.0,45.0,86.0,6.8,M,36553
617,PS3,2017.0,Sports,67.0,0.0,87.0,7.8,E,45856
618,WiiU,2017.0,Action,31.0,35.0,82.0,8,E10+,45205
619,PS3,2015.0,Sports,45.0,12.0,,4.6,E,15137
620,PS3,2016.0,Sports,5.0,55.00000000000001,,3.3,E,35738
621,PC,2018.0,Role-Playing,33.0,34.0,85.0,5.9,M,18770
622,X360,2018.0,Action,43.0,24.0,,,,47728
623,X360,2018.0,Adventure,55.00000000000001,13.0,,,,10112
624,3DS,2018.0,Simulation,16.0,2.0,76.0,8,E,27781
625,X360,2017.0,Role-Playing,36.0,29.0,79.0,6.3,T,41115
626,PS3,2018.0,Fighting,30.0,11.0,86.0,7.7,T,37665
627,PS3,2017.0,Shooter,29.0,32.0,72.0,5.8,T,17366
628,Wii,2017.0,Misc,0.0,0.0,,,,42662
629,PS4,2016.0,Action,26.0,35.0,71.0,7,E10+,30773
630,WiiU,2018.0,Misc,38.0,29.0,75.0,6.6,E10+,23222
631,PS4,2015.0,Action,24.0,37.0,80.0,7.1,E10+,13710
632,PS3,2018.0,Fighting,27.0,24.0,74.0,7.1,T,13917
633,PS3,2018.0,Action,47.0,13.0,,,,32846
634,PC,2017.0,Strategy,12.0,53.0,76.0,4.2,T,35136
635,3DS,2018.0,Role-Playing,34.0,7.000000000000001,83.0,8.1,M,40566
636,PS4,2018.0,Sports,57.99999999999999,0.0,83.0,7.7,E,12524
637,X360,2018.0,Shooter,46.0,19.0,74.0,6.4,M,14793
638,PS4,2015.0,Action,24.0,37.0,,,,40095
639,PC,2015.0,Role-Playing,21.0,46.0,93.0,9.3,M,12365
640,X360,2017.0,Racing,11.0,50.0,84.0,7.1,E,39802
641,X360,2017.0,Racing,23.0,40.0,87.0,7.1,T,27225
642,PC,2018.0,Strategy,27.0,36.0,89.0,8.2,M,10675
643,PS4,2016.0,Action,24.0,27.0,73.0,7.8,T,17430
644,X360,2018.0,Sports,38.0,26.0,82.0,6.4,E,42162
645,WiiU,2018.0,Action,38.0,26.0,86.0,7.1,E10+,45416
646,PS3,2017.0,Adventure,30.0,14.000000000000002,79.0,8.1,M,21095
647,PC,2017.0,Shooter,23.0,41.0,,,,43508
648,PS4,2016.0,Action,16.0,43.0,78.0,7.5,E10+,35224
649,X360,2017.0,Sports,55.00000000000001,10.0,86.0,7,E10+,14742
650,X360,2017.0,Simulation,42.0,22.0,43.0,3.3,T,14484
651,X360,2017.0,Racing,25.0,37.0,80.0,7.6,T,20043
652,PS4,2015.0,Adventure,25.0,33.0,,,,27786
653,WiiU,2018.0,Role-Playing,24.0,19.0,,,,49933
654,PS3,2015.0,Adventure,27.0,31.0,,,,28449
655,Wii,2018.0,Action,18.0,44.0,,1.6,E,26822
656,3DS,2018.0,Action,28.000000000000004,31.0,,5.4,E10+,10552
657,XOne,2015.0,Racing,30.0,33.0,,,,16068
658,XOne,2018.0,Shooter,39.0,23.0,76.0,7.4,E10+,48870
659,XOne,2017.0,Racing,46.0,17.0,75.0,5.8,E10+,22327
660,PC,2017.0,Simulation,28.000000000000004,32.0,77.0,6.1,T,40512
661,DS,2018.0,Action,39.0,24.0,,8,E10+,25950
662,PS3,2017.0,Sports,17.0,39.0,82.0,7.7,E,42123
663,WiiU,2016.0,Misc,28.000000000000004,17.0,,,,44900
664,PS4,2018.0,Shooter,24.0,34.0,67.0,7.1,M,16510
665,XOne,2018.0,Shooter,34.0,28.000000000000004,79.0,7.8,M,21164
666,Wii,2018.0,Action,33.0,0.0,82.0,8.8,E10+,26475
667,PC,2017.0,Role-Playing,44.0,16.0,84.0,7.3,T,28202
668,PS3,2018.0,Action,14.000000000000002,39.0,,,,14728
669,XOne,2018.0,Action,35.0,25.0,79.0,7.3,M,27552
670,PS3,2018.0,Sports,6.0,48.0,,,,48720
671,PS4,2018.0,Action,24.0,31.0,71.0,7.1,E10+,36528
672,X360,2017.0,Action,35.0,27.0,81.0,7.2,T,44020
673,PS3,2017.0,Racing,20.0,35.0,,,,25157
674,PS3,2018.0,Action,26.0,30.0,,7,E10+,49997
675,PS4,2015.0,Racing,9.0,45.0,65.0,6.3,E,25946
676,Wii,2017.0,Misc,57.99999999999999,4.0,,tbd,E10+,21768
677,XOne,2018.0,Role-Playing,36.0,24.0,,,,22858
678,DS,2017.0,Simulation,51.0,10.0,,tbd,E,15010
679,Wii,2018.0,Puzzle,0.0,0.0,,,,35399
680,X360,2018.0,Sports,51.0,10.0,83.0,6.6,E10+,33667
681,PS4,2018.0,Action,22.0,30.0,,,,27853
682,WiiU,2017.0,Platform,25.0,33.0,92.0,8.7,E10+,14118
683,PC,2017.0,Shooter,29.0,30.0,94.0,8.5,M,23436
684,PS3,2018.0,Action,27.0,20.0,67.0,7.1,M,19916
685,PS3,2018.0,Shooter,22.0,32.0,,7.8,E10+,44305
686,PS3,2017.0,Action,0.0,19.0,71.0,7.8,T,39379
687,XOne,2015.0,Action,38.0,22.0,70.0,6.7,E10+,31749
688,PSV,2018.0,Role-Playing,15.0,10.0,73.0,8.3,T,23757
689,PC,2017.0,Misc,36.0,24.0,,,,40401
690,PS3,2017.0,Shooter,30.0,25.0,,,,34775
691,PSV,2018.0,Fighting,42.0,13.0,85.0,7.8,M,30308
692,Wii,2017.0,Role-Playing,30.0,13.0,80.0,8.4,T,10608
693,WiiU,2018.0,Action,37.0,22.0,,,,25994
694,PC,2016.0,Simulation,3.0,57.99999999999999,64.0,8,E,25953
695,PS4,2015.0,Action,24.0,29.0,,,,35648
696,PSV,2018.0,Shooter,32.0,16.0,64.0,7.6,M,22116
697,PC,2017.0,Action,22.0,38.0,84.0,7.7,M,44295
698,WiiU,2018.0,Action,33.0,23.0,68.0,7.7,E10+,19006
699,PS3,2015.0,Action,22.0,13.0,,7.2,M,29172
700,X360,2018.0,Sports,38.0,20.0,50.0,4,T,49736
701,3DS,2017.0,Platform,23.0,35.0,61.0,6.6,E,28782
702,PC,2017.0,Sports,0.0,60.0,85.0,5.5,E,42168
703,PS4,2016.0,Action,22.0,32.0,88.0,7.7,M,19617
704,XOne,2018.0,Racing,25.0,34.0,64.0,5.9,T,16109
705,PS3,2018.0,Sports,33.0,21.0,84.0,6.8,E10+,46437
706,PS3,2018.0,Fighting,23.0,14.000000000000002,74.0,7.7,M,15347
707,XOne,2015.0,Shooter,37.0,20.0,74.0,5.1,M,36684
708,PS3,2018.0,Platform,20.0,33.0,,7.2,E,46218
709,3DS,2016.0,Role-Playing,0.0,0.0,,,,44356
710,PC,2017.0,Action,23.0,33.0,82.0,4.5,M,12367
711,3DS,2018.0,Misc,0.0,0.0,,,,33316
712,PC,2018.0,Shooter,15.0,44.0,80.0,6.7,M,25635
713,X360,2017.0,Shooter,46.0,11.0,32.0,4,M,26792
714,PC,2017.0,Simulation,40.0,23.0,70.0,3.6,T,13708
715,PS4,2018.0,Misc,35.0,17.0,,,,42580
716,3DS,2018.0,Action,38.0,20.0,62.0,4.6,E,39202
717,PC,2017.0,Shooter,17.0,39.0,76.0,6.5,M,24892
718,PS4,2015.0,Sports,36.0,16.0,78.0,5.5,E10+,10445
719,X360,2018.0,Strategy,36.0,21.0,90.0,8.3,M,32807
720,3DS,2015.0,Action,31.0,23.0,,7.2,E10+,29273
721,PS3,2017.0,Misc,33.0,20.0,75.0,6,E10+,10428
722,3DS,2017.0,Action,29.0,27.0,71.0,7.3,E10+,42522
723,PS4,2018.0,Action,27.0,25.0,,,,29576
724,XOne,2016.0,Action,28.000000000000004,29.0,67.0,4.6,M,25724
725,PS3,2017.0,Action,0.0,4.0,70.0,7.9,T,49555
726,3DS,2018.0,Adventure,0.0,0.0,,,,28562
727,DS,2017.0,Role-Playing,0.0,0.0,,,,47150
728,X360,2017.0,Sports,40.0,16.0,80.0,6.1,E,44201
729,PS3,2018.0,Sports,15.0,36.0,73.0,4.3,E,48993
730,3DS,2017.0,Simulation,50.0,7.000000000000001,56.0,6,E,35518
731,3DS,2018.0,Action,56.00000000000001,1.0,73.0,7.4,E10+,19076
732,Wii,2017.0,Misc,37.0,19.0,,tbd,T,45764
733,PS4,2018.0,Shooter,21.0,29.0,75.0,7.6,E10+,36647
734,PS3,2017.0,Action,30.0,22.0,70.0,6.9,E10+,37899
735,PSV,2017.0,Adventure,14.000000000000002,34.0,87.0,8.9,E,17228
736,PS3,2018.0,Shooter,26.0,21.0,77.0,6.3,M,45651
737,PS3,2017.0,Fighting,27.0,18.0,58.0,5.4,T,36084
738,XOne,2018.0,Action,35.0,21.0,,,,19645
739,PS4,2015.0,Role-Playing,21.0,23.0,,,,14486
740,PS3,2017.0,Shooter,20.0,29.0,43.0,3.6,M,21745
741,PS3,2017.0,Shooter,9.0,6.0,64.0,7.4,M,29075
742,PS3,2017.0,Action,26.0,19.0,62.0,5.9,M,44577
743,X360,2018.0,Misc,42.0,13.0,,8.3,E10+,15086
744,XOne,2018.0,Sports,30.0,23.0,60.0,5.1,E10+,15485
745,PS3,2017.0,Action,12.0,10.0,68.0,8.5,T,45802
746,WiiU,2017.0,Action,33.0,22.0,71.0,7.6,E10+,33187
747,3DS,2017.0,Platform,27.0,27.0,,,,28224
748,PS4,2018.0,Action,13.0,38.0,72.0,6.6,E10+,10789
749,PS4,2016.0,Sports,17.0,34.0,69.0,6.9,T,19344
750,WiiU,2017.0,Misc,31.0,23.0,72.0,7.6,E10+,20010
751,PS4,2018.0,Sports,31.0,19.0,60.0,3.6,E10+,15305
752,PC,2017.0,Strategy,19.0,31.0,90.0,8.3,T,10633
753,PS3,2018.0,Role-Playing,27.0,18.0,,5.2,M,40795
754,PSV,2018.0,Sports,8.0,35.0,,3.1,E,44761
755,PS3,2018.0,Action,0.0,0.0,83.0,8.5,M,38984
756,XOne,2015.0,Sports,32.0,22.0,72.0,5.7,T,15824
757,PC,2017.0,Action,15.0,34.0,88.0,8.2,M,28325
758,PS3,2018.0,Action,14.000000000000002,12.0,66.0,5.9,M,28988
759,PC,2017.0,Shooter,25.0,25.0,90.0,8.5,M,45605
760,X360,2018.0,Fighting,39.0,13.0,77.0,6.2,T,45274
761,X360,2018.0,Racing,20.0,33.0,,,,32938
762,PS3,2017.0,Sports,54.0,0.0,90.0,7.8,E,31202
763,X360,2018.0,Adventure,38.0,15.0,68.0,5.1,E,22952
764,WiiU,2017.0,Platform,38.0,15.0,89.0,6,E10+,45677
765,PS3,2017.0,Adventure,22.0,24.0,70.0,7.9,M,11062
766,3DS,2017.0,Role-Playing,28.000000000000004,0.0,83.0,8.3,M,30621
767,PS3,2017.0,Sports,36.0,15.0,86.0,7.5,E10+,16389
768,PS3,2017.0,Fighting,5.0,2.0,71.0,8.3,T,39053
769,PS3,2017.0,Platform,14.000000000000002,34.0,91.0,8.7,E10+,17044
770,PSV,2018.0,Sports,16.0,32.0,79.0,7.2,E,14661
771,PS3,2018.0,Sports,10.0,20.0,,7.8,E,17607
772,X360,2018.0,Sports,7.000000000000001,44.0,,,,17220
773,Wii,2017.0,Action,35.0,18.0,76.0,8.3,E10+,49303
774,X360,2017.0,Shooter,33.0,19.0,75.0,6.3,M,18749
775,PS3,2018.0,Strategy,24.0,23.0,89.0,8.2,M,22731
776,3DS,2017.0,Action,32.0,20.0,82.0,4.9,E10+,28176
777,XOne,2016.0,Shooter,37.0,15.0,87.0,8,M,45185
778,XOne,2018.0,Sports,29.0,23.0,56.0,5.7,T,20073
779,X360,2017.0,Shooter,38.0,14.000000000000002,60.0,7.2,M,10671
780,PS3,2017.0,Role-Playing,27.0,11.0,80.0,7.8,T,14312
781,PS3,2018.0,Shooter,26.0,21.0,67.0,6.4,M,40965
782,PSP,2017.0,Action,10.0,11.0,74.0,6.3,E,22460
783,WiiU,2015.0,Misc,27.0,25.0,73.0,6.9,E10+,18968
784,X360,2017.0,Action,37.0,14.000000000000002,66.0,5.3,E10+,38573
785,3DS,2018.0,Role-Playing,32.0,0.0,78.0,8.1,E10+,36288
